GERM,110-L1,Accel Elementary German Lab,fall,2013
GERM,110-L2,Accel Elementary German Lab,fall,2013
GERM,194-01,Vampires: from Monsters to Superheroes,fall,2013
GERM,203-01,Intermediate German I,fall,2013
GERM,203-L1,Intermediate German I Lab,fall,2013
GERM,203-L2,Intermediate German I Lab,fall,2013
GERM,203-L3,Intermediate German I Lab,fall,2013
GERM,203-L4,Intermediate German I Lab,fall,2013
GERM,203-L5,Intermediate German I Lab,fall,2013
GERM,204-01,Intermediate German II,fall,2013
GERM,204-L1,Intermediate German II Lab,fall,2013
GERM,204-L2,Intermediate German II Lab,fall,2013
GERM,204-L3,Intermediate German II Lab,fall,2013
GERM,255-01,German Cinema Studies: The Nazi in Cinema,fall,2013
GERM,305-01,German Through the Media,fall,2013
GERM,305-L1,German Through the Media Lab,fall,2013
GERM,305-L2,German Through the Media Lab,fall,2013
GERM,308-01,German Cultural History,fall,2013
GERM,327-01,Darwin/Nietzsche/Freud,fall,2013
GERM,364-01,"Politics, Class, Culture",fall,2013
GERM,394-01,A Kafkaesque Century,fall,2013
GERM,488-01,Sr Seminar: Die 68er-Bewegung: Shocks and Aftershocks,fall,2013
HISP,101-01,Elementary Spanish I,fall,2013
HISP,101-L1,Elementary Spanish I Lab,fall,2013
HISP,101-L2,Elementary Spanish I Lab,fall,2013
HISP,101-L3,Elementary Spanish I Lab,fall,2013
HISP,102-01,Elementary Spanish II,fall,2013
HISP,102-02,Elementary Spanish II,fall,2013
HISP,102-L1,Elementary Spanish II Lab,fall,2013
HISP,102-L2,Elementary Spanish II Lab,fall,2013
HISP,102-L3,Elementary Spanish II Lab,fall,2013
HISP,102-L4,Elementary Spanish II Lab,fall,2013
HISP,102-L5,Elementary Spanish II Lab,fall,2013
HISP,110-01,Accelerated Beginning Spanish,fall,2013
HISP,111-01,Accel Elementary Portuguese,fall,2013
HISP,194-01,Spanish in the United States,fall,2013
HISP,194-02,Viewing through a new Looking Glass: A Journey into U.S. Latina/o Literature,fall,2013
HISP,203-01,Intermediate Spanish I,fall,2013
HISP,203-02,Intermediate Spanish I,fall,2013
HISP,203-03,Intermediate Spanish I,fall,2013
HISP,203-04,Intermediate Spanish I,fall,2013
HISP,203-L1,Intermediate Spanish I Lab,fall,2013
HISP,203-L2,Intermediate Spanish I Lab,fall,2013
HISP,203-L3,Intermediate Spanish I Lab,fall,2013
HISP,203-L4,Intermediate Spanish I Lab,fall,2013
HISP,203-L5,Intermediate Spanish I Lab,fall,2013
HISP,203-L6,Intermediate Spanish I Lab,fall,2013
HISP,203-L7,Intermediate Spanish I Lab,fall,2013
HISP,203-L8,Intermediate Spanish I Lab,fall,2013
HISP,204-01,Intermediate Spanish II,fall,2013
HISP,204-02,Intermediate Spanish II,fall,2013
HISP,204-03,Intermediate Spanish II,fall,2013
HISP,204-04,Intermediate Spanish II,fall,2013
HISP,204-L1,Intermediate Spanish II Lab,fall,2013
HISP,204-L2,Intermediate Spanish II Lab,fall,2013
HISP,204-L3,Intermediate Spanish II Lab,fall,2013
HISP,204-L4,Intermediate Spanish II Lab,fall,2013
HISP,204-L5,Intermediate Spanish II Lab,fall,2013
HISP,204-L6,Intermediate Spanish II Lab,fall,2013
HISP,204-L7,Intermediate Spanish II Lab,fall,2013
HISP,204-L8,Intermediate Spanish II Lab,fall,2013
HISP,220-01,Accel Intermediate Spanish,fall,2013
HISP,305-01,Introduction to Hispanic Studies: Oral and Written Expression,fall,2013
HISP,305-02,Introduction to Hispanic Studies: Oral and Written Expression,fall,2013
HISP,305-03,Introduction to Hispanic Studies: Oral and Written Expression,fall,2013
HISP,305-04,Introduction to Hispanic Studies: Oral and Written Expression,fall,2013
HISP,307-01,Introduction to the Analysis of Hispanic Texts,fall,2013
HISP,308-01,Introduction to U.S. Latino Studies,fall,2013
HISP,309-01,Intro to Hispanic Linguistics,fall,2013
HISP,421-01,"Romantics, Moderns and Avant-Gardists",fall,2013
HISP,445-01,Frontera: The U.S./Mexico Border,fall,2013
HISP,494-01,"Portuguese Sailors in Africa, the Middle East, and Asia (15th to 17th centuries)",fall,2013
HIST,110-01,Introduction to European History,fall,2013
HIST,114-01,History of Africa to 1800,fall,2013
HIST,121-01,The Greek World,fall,2013
HIST,135-01,American Violence to 1800:  Age of Contact to the American Revolution,fall,2013
HIST,140-01,Introduction to East Asian Civilization,fall,2013
HIST,181-01,Introduction to Latin America and the Caribbean,fall,2013
HIST,194-01,Early Arab and Persian Empires (200 BCE) – 850 CE,fall,2013
HIST,194-02,History of Sexuality,fall,2013
HIST,194-03,Line in the Sand: History and Culture in the U.S.-Mexico Borderlands,fall,2013
HIST,201-01,History of U.S. Feminisms,fall,2013
HIST,239-01,Farm and Forest: African Environmental History,fall,2013
HIST,244-01,US Since 1945,fall,2013
HIST,248-01,Jim Crow,fall,2013
HIST,261-01,"Making History: Russian Cinema as Testimony, Propaganda, and Art",fall,2013
HIST,274-01,The Great Tradition in China before 1840,fall,2013
HIST,277-01,The Rise of Modern Japan,fall,2013
HIST,294-01,Archetypes and Agency: Gender in Latin American History through Film and Text,fall,2013
HIST,294-02,"Pirates, Translators, Missionaries: Between Atlantic Empires",fall,2013
HIST,294-04,Socialism,fall,2013
HIST,294-05,Beyond Nations: New Approaches to Comparative History,fall,2013
HIST,394-01,"Rights, Religion and Regicide: The English Civil Wars",fall,2013
HIST,394-03,Oceans in World History,fall,2013
HIST,490-01,Senior Capstone Seminar: Microhistory,fall,2013
INTD,191-01,Supplementary Writing Workshop,fall,2013
INTD,191-02,Supplementary Writing Workshop,fall,2013
INTD,191-03,Supplementary Writing Workshop,fall,2013
INTD,191-04,Supplementary Writing Workshop,fall,2013
INTD,191-05,Supplementary Writing Workshop,fall,2013
INTD,191-06,Supplementary Writing Workshop,fall,2013
INTD,401-01,Urban Studies Colloquium,fall,2013
INTL,110-01,Introduction to Intl Studies: Globalization - Homogeneity and Heterogeneity,fall,2013
INTL,111-01,Intro to International Studies: Literature and Global,fall,2013
INTL,111-02,Intro to International Studies: Literature and Global,fall,2013
INTL,190-01,"Mediterranean, Baltic, Black: Seas, Identities and History",fall,2013
INTL,202-01,Global Media Industries,fall,2013
INTL,245-01,Intro to Intl Human Rights,fall,2013
INTL,282-01,Introduction to International Public Health,fall,2013
INTL,285-01,Ethnicity and Nationalism in Central and Eastern Europe,fall,2013
INTL,294-01,Representing the World As It Is: Histories and Theories of Ethnographic Film,fall,2013
INTL,294-02,Beyond Nations: New Approaches to Comparative History,fall,2013
INTL,301-01,Power and Development in Africa,fall,2013
INTL,325-01,"China, Russia and Central Europe in Transition",fall,2013
INTL,362-01,Culture and Globalization,fall,2013
INTL,367-01,Postcolonial Theory,fall,2013
INTL,372-01,Post-Nationalism: The European Union,fall,2013
INTL,394-02,Oceans in World History,fall,2013
INTL,477-01,Comparative Environment and Development Studies,fall,2013
INTL,485-01,Senior Seminar: Confronting Global Hatred,fall,2013
INTL,494-01,Senior Seminar: Order and Chaos in Global Affairs,fall,2013
JAPA,101-01,First Year Japanese I,fall,2013
JAPA,101-02,First Year Japanese I,fall,2013
JAPA,101-L1,First Year Japanese I Lab,fall,2013
JAPA,101-L2,First Year Japanese I Lab,fall,2013
JAPA,101-L3,First Year Japanese I Lab,fall,2013
JAPA,194-01,Love and Death in 18th-20th Century Japanese Literature,fall,2013
JAPA,203-01,Second Year Japanese I,fall,2013
JAPA,203-02,Second Year Japanese I,fall,2013
JAPA,203-L1,Second Year Japanese I Lab,fall,2013
JAPA,203-L2,Second Year Japanese I Lab,fall,2013
JAPA,203-L3,Second Year Japanese I Lab,fall,2013
JAPA,294-01,Bad Women:Portrayal of Female Villains in Japanese Literature and Culture,fall,2013
JAPA,305-01,Third Year Japanese I,fall,2013
JAPA,305-L1,Third Year Japanese I Lab,fall,2013
JAPA,305-L2,Third Year Japanese I Lab,fall,2013
JAPA,407-01,Fourth Year Japanese I,fall,2013
LATI,141-01,Latin America Through Women's Eyes,fall,2013
LATI,181-01,Introduction to Latin America and the Caribbean,fall,2013
LATI,245-01,Latin American Politics,fall,2013
LATI,255-01,Peoples and Cultures of Latin America,fall,2013
LATI,294-01,Archetypes and Agency: Gender in Latin American History through Film and Text,fall,2013
LATI,307-01,Introduction to the Analysis of Hispanic Texts,fall,2013
LATI,308-01,Introduction to U.S. Latino Studies,fall,2013
LATI,445-01,Frontera: The U.S./Mexico Border,fall,2013
LATI,488-01,Senior Seminar,fall,2013
LING,100-01,Introduction to Linguistics,fall,2013
LING,104-01,The Sounds of Language,fall,2013
LING,194-01,Spanish in the United States,fall,2013
LING,201-01,Historical Linguistics,fall,2013
LING,204-01,Experimental Linguistics,fall,2013
LING,206-01,Endangered/Minority Languages,fall,2013
LING,294-01,Sanskrit and Classical Religion in India,fall,2013
LING,300-01,Linguistic Analysis,fall,2013
LING,309-01,Intro to Hispanic Linguistics,fall,2013
LING,364-01,Philosophy of Language,fall,2013
MATH,125-01,Epidemiology,fall,2013
MATH,135-01,Applied Calculus,fall,2013
MATH,135-02,Applied Calculus,fall,2013
MATH,135-03,Applied Calculus,fall,2013
MATH,135-04,Applied Calculus,fall,2013
MATH,135-05,Applied Calculus,fall,2013
